HDF,datetime,CCGT,OIL,COAL,NUCLEAR,WIND,PS,NPSHYD,OCGT,OTHER,INTFR,INTIRL,INTNED,INTEW,BIOMASS,INTEM
FUELHH,2022-09-01 00:00:00,12833,0,880,4686,7031,0,92,7,184,0,4,0,0,2061,0
FUELHH,2022-09-01 00:30:00,12611,0,895,4698,7011,0,92,9,167,0,0,0,0,2058,0
FUELHH,2022-09-01 01:00:00,12417,0,823,4700,6928,0,92,9,148,0,0,0,0,2057,0
FUELHH,2022-09-01 01:15:00,NaN,0,824,4699,6928,0,92,9,NaN,0,0,0,0,2057,0
FUELHH,2022-09-01 01:18:00,12333,0,819,4698,7008,0,92,8,NaN,0,0,0,0,2057,0
FUELHH,2022-09-01 01:30:00,12332,0,735,4698,6855,0,92,9,145,0,14,0,0,2060,0
FUELHH,2022-09-01 02:00:00,12178,0,619,4698,6740,0,91,9,141,0,52,0,0,2066,0
FUELHH,2022-09-01 02:30:00,12071,0,492,4690,6545,0,91,9,150,0,16,0,0,2064,0
FUELHH,2022-09-01 03:00:00,12156,0,503,4692,6363,0,91,10,170,0,16,0,0,2064,0
FUELHH,2022-09-01 03:30:00,12250,0,557,4696,6184,0,91,10,157,0,22,0,0,2062,0
FUELHH,2022-09-01 03:45:00,NaN,0,560,4689,6185,0,91,10,NaN,0,22,0,0,2061,0
FUELHH,2022-09-01 04:00:00,12352,0,761,4705,5867,0,91,9,144,0,120,0,0,2060,0
FUELHH,2022-09-01 04:30:00,12656,0,898,4710,5487,0,91,9,152,0,150,0,0,2029,0
FUELHH,2022-09-01 05:00:00,12700,0,849,4710,5145,0,91,2,157,0,238,0,0,1888,0
FUELHH,2022-09-01 05:15:00,NaN,0,847,4711,5144,0,91,2,NaN,0,238,0,0,1888,0
FUELHH,2022-09-01 05:30:00,13795,0,829,4715,5010,0,91,66,144,0,176,0,18,1860,0
FUELHH,2022-09-01 06:00:00,14874,0,897,4708,4937,0,128,38,146,0,244,0,168,1860,0
FUELHH,2022-09-01 06:30:00,15941,0,899,4711,4833,0,126,24,371,0,236,0,316,1856,0
FUELHH,2022-09-01 07:00:00,16490,0,900,4715,4850,0,156,7,590,0,192,352,302,1908,0
FUELHH,2022-09-01 07:30:00,16579,0,898,4711,4789,174,171,45,858,0,104,378,282,2047,0
FUELHH,2022-09-01 08:00:00,16676,0,899,4701,4681,230,171,65,796,0,0,738,188,2056,168
FUELHH,2022-09-01 08:30:00,16935,0,900,4702,4555,232,166,60,857,0,0,762,92,2052,208
FUELHH,2022-09-01 09:00:00,16848,0,901,4707,4416,0,141,58,628,0,0,552,0,2050,602
FUELHH,2022-09-01 09:30:00,16801,0,901,4711,4182,0,140,57,472,0,0,552,0,2057,608
FUELHH,2022-09-01 10:00:00,16913,0,900,4729,4086,0,113,55,337,0,0,670,0,2051,742
FUELHH,2022-09-01 10:30:00,16873,0,902,4730,4080,0,94,51,271,0,0,672,0,2054,742
FUELHH,2022-09-01 11:00:00,16880,0,895,4732,4101,0,94,51,267,0,0,768,0,2047,584
FUELHH,2022-09-01 11:30:00,16535,0,905,4728,4252,0,93,50,361,0,0,770,0,2041,582
FUELHH,2022-09-01 12:00:00,16538,0,899,4734,4183,0,93,48,378,0,0,934,0,2054,840
FUELHH,2022-09-01 12:30:00,16560,0,907,4731,4092,16,93,47,350,0,0,934,0,2055,844
FUELHH,2022-09-01 13:00:00,16782,0,900,4764,4084,0,93,8,243,0,0,980,0,2048,482
FUELHH,2022-09-01 13:30:00,16526,0,918,4775,4202,0,93,1,191,0,0,978,0,2049,476
FUELHH,2022-09-01 14:00:00,16270,0,918,4774,4233,0,93,5,192,0,0,896,0,2051,366
FUELHH,2022-09-01 14:30:00,16361,0,918,4776,4257,0,93,11,239,0,0,896,0,2054,366
FUELHH,2022-09-01 15:00:00,16445,0,918,4780,4263,100,93,14,345,0,0,782,0,2056,622
FUELHH,2022-09-01 15:30:00,16564,0,913,4799,4359,230,100,56,489,0,0,782,0,2056,626
FUELHH,2022-09-01 16:00:00,16931,0,872,4807,4495,254,120,122,735,0,0,592,0,2055,198
FUELHH,2022-09-01 16:30:00,17130,0,843,4806,4429,656,137,150,913,0,0,586,0,2052,190
FUELHH,2022-09-01 17:00:00,17377,0,866,4814,4438,882,168,267,1030,0,0,644,0,2052,110
FUELHH,2022-09-01 17:30:00,17312,0,768,4806,4407,1312,198,308,1157,0,16,644,0,2052,110
FUELHH,2022-09-01 18:00:00,17295,0,764,4808,4350,1302,236,460,1059,0,16,508,0,2050,112
FUELHH,2022-09-01 18:30:00,17301,0,794,4801,4344,1262,254,467,1091,0,16,498,0,2055,112
FUELHH,2022-09-01 19:00:00,17465,0,908,4806,4488,1224,261,296,1114,0,16,306,20,2059,94
FUELHH,2022-09-01 19:30:00,17354,0,915,4801,4964,1196,260,251,1003,0,16,330,24,2057,94
FUELHH,2022-09-01 20:00:00,16806,0,919,4805,5383,1236,223,73,1179,0,74,672,58,2060,0
FUELHH,2022-09-01 20:30:00,16561,0,920,4804,5688,962,182,69,978,0,96,670,60,2061,0
FUELHH,2022-09-01 21:00:00,16565,0,920,4806,5763,554,166,55,587,0,76,486,32,2062,128
FUELHH,2022-09-01 21:30:00,16394,0,920,4809,5608,90,164,21,496,0,76,480,32,2062,128
FUELHH,2022-09-01 22:00:00,16464,0,919,4814,5383,202,153,2,240,0,124,0,94,2062,226
FUELHH,2022-09-01 22:30:00,15887,0,753,4816,5073,128,142,21,157,0,146,0,184,2062,222
FUELHH,2022-09-01 23:00:00,16409,0,506,4821,4765,94,128,71,167,0,82,0,106,2061,0
FUELHH,2022-09-01 23:30:00,16407,0,398,4831,4528,0,126,22,150,0,78,0,4,2062,0
FUELHH,2022-09-02 00:00:00,16123,0,479,4828,4156,0,114,17,150,0,0,0,0,2062,0
FUELHH,2022-09-02 00:30:00,15944,0,459,4829,4000,0,113,11,173,0,0,0,0,2060,0
FUELHH,2022-09-02 01:00:00,15644,0,393,4844,3802,0,113,3,161,0,0,0,0,2059,0
FUELHH,2022-09-02 01:30:00,15765,0,238,4848,3537,0,113,26,157,0,0,0,0,2060,0
FUELHH,2022-09-02 02:00:00,15749,0,230,4854,3233,0,94,58,161,0,0,0,0,2062,0
FUELHH,2022-09-02 02:30:00,15713,0,229,4854,3061,0,94,58,145,0,0,0,0,2060,0
FUELHH,2022-09-02 03:00:00,15902,0,229,4863,2967,0,94,62,141,0,16,0,0,2064,0
FUELHH,2022-09-02 03:30:00,15923,0,229,4871,2883,0,94,63,152,0,16,0,0,2061,0
FUELHH,2022-09-02 04:00:00,15971,0,231,4878,2743,0,94,63,168,0,16,0,0,2063,0
FUELHH,2022-09-02 04:30:00,16075,0,231,4884,2673,0,94,34,168,0,16,0,0,2064,0
FUELHH,2022-09-02 05:00:00,15999,0,233,4897,2670,0,108,10,390,0,78,0,50,2064,0
FUELHH,2022-09-02 05:30:00,16055,0,367,4898,2712,0,108,12,448,0,78,0,200,2061,0
FUELHH,2022-09-02 06:00:00,16358,0,498,4904,2806,0,114,38,525,0,208,0,350,2063,0
FUELHH,2022-09-02 06:30:00,17050,0,497,4911,2831,36,113,37,672,0,202,0,468,2062,0
FUELHH,2022-09-02 07:00:00,17084,0,491,4907,2828,396,175,92,764,0,84,356,378,2059,0
FUELHH,2022-09-02 07:30:00,17457,0,491,4907,2915,390,177,285,1115,0,0,396,232,2062,0
FUELHH,2022-09-02 08:00:00,17280,0,489,4907,3065,344,177,407,954,0,0,982,154,2060,228
FUELHH,2022-09-02 08:30:00,17543,0,489,4897,3185,342,160,368,1000,0,0,1002,100,2060,266
FUELHH,2022-09-02 09:00:00,17925,0,494,4901,3295,66,149,346,1055,0,0,1002,24,2060,676
FUELHH,2022-09-02 09:30:00,17995,0,498,4901,3467,0,150,282,991,0,0,1002,24,2058,684
FUELHH,2022-09-02 10:00:00,17845,0,493,4906,3626,0,115,218,518,0,0,1002,0,2057,916
FUELHH,2022-09-02 10:30:00,17832,0,496,4910,3621,16,113,128,572,0,0,1002,0,2056,918
FUELHH,2022-09-02 11:00:00,17489,0,499,4920,3868,0,80,125,676,0,0,1004,0,2055,998
FUELHH,2022-09-02 11:30:00,17265,0,498,4922,4025,52,79,127,649,0,0,1004,0,2056,998
FUELHH,2022-09-02 12:00:00,17317,0,501,4929,4351,0,79,103,651,0,0,1060,0,2056,844
FUELHH,2022-09-02 12:30:00,17351,0,496,4920,4539,90,79,109,503,0,0,1060,0,2055,842
FUELHH,2022-09-02 13:00:00,17106,0,495,4928,4666,68,79,200,527,0,0,1060,0,2077,680
FUELHH,2022-09-02 13:30:00,16577,0,483,4931,4997,0,79,218,604,0,0,1060,0,2120,674
FUELHH,2022-09-02 14:00:00,16639,0,488,4933,5273,0,80,157,379,0,0,768,74,2144,340
FUELHH,2022-09-02 14:30:00,16810,0,497,4930,5194,0,79,67,153,0,0,752,144,2169,308
FUELHH,2022-09-02 15:00:00,17088,0,484,4930,4931,246,78,45,154,0,0,988,212,2245,0
FUELHH,2022-09-02 15:30:00,17227,0,494,4934,4794,0,80,48,149,0,0,1002,252,2472,0
FUELHH,2022-09-02 16:00:00,17300,0,494,4942,5015,0,97,71,265,0,0,958,234,2653,0
FUELHH,2022-09-02 16:30:00,17437,0,487,4951,5309,88,99,44,459,0,0,956,222,2698,0
FUELHH,2022-09-02 17:00:00,16772,0,460,4995,5537,310,155,151,648,0,0,872,172,2697,0
FUELHH,2022-09-02 17:30:00,16775,0,394,5016,5760,588,206,193,819,0,0,856,172,2696,0
FUELHH,2022-09-02 18:00:00,17424,0,390,5027,6025,542,240,192,1003,0,10,650,212,2698,0
FUELHH,2022-09-02 18:30:00,17077,0,397,5024,6303,726,211,192,934,0,16,632,222,2691,0
FUELHH,2022-09-02 19:00:00,17615,0,407,5023,6677,716,208,191,570,0,88,348,202,2691,0
FUELHH,2022-09-02 19:30:00,17422,0,483,5021,7137,414,195,197,545,0,118,348,90,2658,0
FUELHH,2022-09-02 20:00:00,17216,0,481,5019,7692,400,164,85,389,0,38,316,0,2624,0
FUELHH,2022-09-02 20:30:00,16689,0,411,5024,7905,160,145,50,224,0,38,298,0,2658,0
FUELHH,2022-09-02 21:00:00,16244,0,394,5027,8328,98,118,31,154,0,70,0,0,2661,0
FUELHH,2022-09-02 21:30:00,15187,0,342,5039,8299,92,85,15,150,0,50,0,0,2663,0
FUELHH,2022-09-02 22:00:00,14560,0,347,5046,8358,0,81,1,140,0,0,0,0,2624,0
FUELHH,2022-09-02 22:30:00,13536,0,462,5053,8647,0,81,1,182,0,0,0,0,2379,0
FUELHH,2022-09-02 23:00:00,10947,0,262,5096,8682,0,81,5,228,0,0,232,0,2023,0
FUELHH,2022-09-02 23:30:00,9450,0,281,5099,8730,0,81,6,213,0,0,244,0,2021,0
FUELHH,2022-09-03 00:00:00,8930,0,330,5103,8639,0,81,6,199,0,100,0,0,2020,0
FUELHH,2022-09-03 00:30:00,8935,0,234,5101,8419,0,81,6,228,0,32,0,0,2020,0
FUELHH,2022-09-03 01:00:00,8475,0,0,5094,8402,0,81,6,229,0,148,0,0,2021,0
FUELHH,2022-09-03 01:30:00,8120,0,0,5096,8539,0,81,6,229,0,214,0,0,2018,0
FUELHH,2022-09-03 02:00:00,7963,0,0,5106,8545,0,81,6,243,0,76,0,0,2018,0
FUELHH,2022-09-03 02:30:00,7877,0,0,5110,8276,0,81,6,258,0,16,0,0,2020,0
FUELHH,2022-09-03 03:00:00,8081,0,0,5115,8174,0,81,7,258,0,0,0,0,2002,0
FUELHH,2022-09-03 03:30:00,8142,0,0,5125,8193,0,81,5,363,0,0,0,0,1796,0
FUELHH,2022-09-03 04:00:00,8124,0,59,5201,8140,0,81,5,489,0,52,0,0,1442,0
FUELHH,2022-09-03 04:30:00,7860,0,206,5218,8205,0,81,6,543,0,80,0,0,1441,0
FUELHH,2022-09-03 05:00:00,8039,0,230,5219,7965,0,81,6,481,0,224,0,60,1442,0
FUELHH,2022-09-03 05:30:00,8300,0,343,5217,7561,0,81,6,473,0,240,0,106,1426,0
FUELHH,2022-09-03 06:00:00,8512,0,428,5229,7199,66,81,6,564,0,172,0,22,1327,0
FUELHH,2022-09-03 06:30:00,9175,0,336,5236,6952,10,89,85,716,0,240,0,118,1388,0
FUELHH,2022-09-03 07:00:00,9823,0,300,5245,6659,146,170,120,627,0,228,0,46,1439,0
FUELHH,2022-09-03 07:30:00,10049,0,299,5255,6461,182,212,155,773,0,206,0,120,1440,0
FUELHH,2022-09-03 08:00:00,9642,0,301,5255,6406,20,316,481,771,0,78,796,26,1459,0
FUELHH,2022-09-03 08:30:00,9945,0,300,5252,6459,0,264,478,782,0,0,1002,0,1460,0
FUELHH,2022-09-03 09:00:00,9949,0,300,5250,6566,76,157,407,735,0,0,1002,0,1461,370
FUELHH,2022-09-03 09:30:00,10155,0,299,5245,6728,22,151,346,777,0,0,1002,0,1459,384
FUELHH,2022-09-03 10:00:00,10072,0,299,5247,6822,0,85,291,762,0,0,1002,0,1398,672
FUELHH,2022-09-03 10:30:00,10204,0,299,5247,7000,0,84,127,452,0,0,1002,0,1407,678
FUELHH,2022-09-03 11:00:00,9942,0,299,5255,7016,0,84,43,495,0,0,1002,0,1301,860
FUELHH,2022-09-03 11:30:00,9861,0,300,5248,7011,0,83,43,387,0,0,1002,0,1218,862
FUELHH,2022-09-03 12:00:00,9610,0,300,5259,7046,0,81,15,276,0,0,1060,0,1160,998
FUELHH,2022-09-03 12:30:00,9489,0,300,5267,7053,58,80,6,315,0,0,1060,0,1020,998
FUELHH,2022-09-03 13:00:00,9606,0,301,5270,6928,0,80,6,377,0,0,1062,0,971,930
FUELHH,2022-09-03 13:30:00,9605,0,299,5277,6861,0,80,24,381,0,0,1060,0,1015,930
FUELHH,2022-09-03 14:00:00,9985,0,298,5279,7143,0,80,37,288,0,24,1004,0,993,434
FUELHH,2022-09-03 14:30:00,9617,0,253,5280,7341,0,80,3,278,0,68,1002,0,1031,422
FUELHH,2022-09-03 15:00:00,10523,0,325,5290,7490,0,80,32,306,0,218,220,0,1058,212
FUELHH,2022-09-03 15:30:00,10745,0,445,5290,7561,0,80,34,307,0,194,190,8,1230,210
FUELHH,2022-09-03 16:00:00,11992,0,705,5296,7783,0,115,44,322,0,242,0,118,1429,0
FUELHH,2022-09-03 16:30:00,12567,0,777,5301,8317,0,115,333,332,0,228,0,24,1445,0
FUELHH,2022-09-03 17:00:00,13782,0,791,5300,8776,0,150,77,416,0,194,0,42,1431,0
FUELHH,2022-09-03 17:30:00,13954,0,793,5298,9055,0,163,47,437,0,194,0,108,1412,0
FUELHH,2022-09-03 18:00:00,13663,0,793,5316,9121,0,217,34,481,0,194,0,170,1398,0
FUELHH,2022-09-03 18:30:00,13635,0,794,5366,9310,0,230,17,361,0,194,0,204,1348,0
FUELHH,2022-09-03 19:00:00,13487,0,796,5372,9160,0,239,19,396,0,194,0,98,1295,0
FUELHH,2022-09-03 19:30:00,13691,0,796,5368,8803,0,246,21,421,0,194,0,140,1296,0
FUELHH,2022-09-03 20:00:00,13567,0,878,5351,8632,44,205,9,424,0,234,102,96,1296,0
FUELHH,2022-09-03 20:30:00,13582,0,926,5356,8243,0,204,7,349,0,194,104,0,1299,0
FUELHH,2022-09-03 21:00:00,13526,0,926,5353,7734,0,105,17,280,0,242,0,80,1241,0
FUELHH,2022-09-03 21:30:00,13130,0,928,5358,7355,0,101,8,297,0,244,0,40,1217,0
FUELHH,2022-09-03 22:00:00,12752,0,860,5258,6963,72,101,177,312,0,244,152,0,1219,0
FUELHH,2022-09-03 22:30:00,12481,0,690,5207,6816,0,102,78,239,0,244,148,56,1219,0
FUELHH,2022-09-03 23:00:00,12306,0,581,5208,6729,40,119,50,405,0,170,0,26,1218,0
FUELHH,2022-09-03 23:30:00,11996,0,607,5246,6552,8,118,52,459,0,58,0,0,1213,0
FUELHH,2022-09-04 00:00:00,10682,0,508,5289,6540,0,99,77,474,0,22,0,0,1199,0
FUELHH,2022-09-04 00:30:00,9948,0,631,5340,6413,64,98,2,437,0,74,0,0,1212,0
FUELHH,2022-09-04 01:00:00,9283,0,488,5352,6210,28,80,1,390,0,0,0,0,1215,0
FUELHH,2022-09-04 01:30:00,9133,0,495,5382,6120,0,80,1,195,0,0,0,0,1212,0
FUELHH,2022-09-04 02:00:00,9043,0,479,5384,6056,0,80,0,176,0,0,0,0,1078,0
FUELHH,2022-09-04 02:30:00,8758,0,586,5391,6363,0,80,1,197,0,0,0,0,576,0
FUELHH,2022-09-04 03:00:00,8160,0,550,5390,6601,0,80,0,218,0,56,0,0,545,0
FUELHH,2022-09-04 03:30:00,7713,0,458,5392,6812,0,80,1,157,0,16,0,0,543,0
FUELHH,2022-09-04 04:00:00,7174,0,459,5387,7068,0,80,1,150,0,76,0,0,542,0
FUELHH,2022-09-04 04:30:00,6998,0,460,5388,7262,0,80,1,148,0,24,0,0,544,0
FUELHH,2022-09-04 05:00:00,7448,0,461,5384,7473,0,80,0,169,0,64,0,0,542,0
FUELHH,2022-09-04 05:30:00,7436,0,603,5413,7678,0,81,0,153,0,16,0,0,645,0
FUELHH,2022-09-04 06:00:00,8124,0,660,5430,7743,0,115,1,218,0,70,0,0,789,0
FUELHH,2022-09-04 06:30:00,8369,0,659,5434,7648,0,116,1,180,0,92,0,0,1066,0
FUELHH,2022-09-04 07:00:00,8638,0,660,5439,7710,0,132,1,157,0,0,0,0,1181,0
FUELHH,2022-09-04 07:30:00,8830,0,660,5434,7611,0,152,1,298,0,56,0,0,1188,0
FUELHH,2022-09-04 08:00:00,8386,0,658,5435,7240,30,220,1,300,0,0,562,0,1104,0
FUELHH,2022-09-04 08:30:00,9162,0,746,5435,7146,18,220,1,240,0,0,668,0,1172,0
FUELHH,2022-09-04 09:00:00,8499,0,649,5439,6308,70,185,0,167,0,0,966,0,1148,854
FUELHH,2022-09-04 09:30:00,9609,0,430,5431,5603,0,156,0,160,0,0,966,0,1190,926
FUELHH,2022-09-04 10:00:00,10093,0,430,5416,5329,50,115,0,230,44,0,1002,0,1182,998
FUELHH,2022-09-04 10:30:00,10247,0,430,5412,5026,0,111,68,535,16,0,1004,0,1187,1000
FUELHH,2022-09-04 11:00:00,10868,0,430,5424,4801,202,111,207,664,0,0,1002,48,1300,1000
FUELHH,2022-09-04 11:30:00,10935,0,429,5436,4895,186,111,212,597,0,0,1004,94,1291,1000
FUELHH,2022-09-04 12:00:00,10504,0,429,5437,4871,0,111,141,483,0,150,1060,160,1226,1000
FUELHH,2022-09-04 12:30:00,10794,0,427,5444,4800,0,113,1,416,0,194,1062,274,1192,1000
FUELHH,2022-09-04 13:00:00,10261,0,428,5446,4799,0,114,0,421,0,236,1060,198,1123,1000
FUELHH,2022-09-04 13:30:00,10143,0,430,5447,4652,0,114,0,388,0,194,1060,282,1181,1000
FUELHH,2022-09-04 14:00:00,10462,0,430,5452,4689,0,114,8,360,0,242,1004,362,1202,1000
FUELHH,2022-09-04 14:30:00,10307,0,430,5452,4582,0,114,45,298,0,244,1002,486,1200,1000
FUELHH,2022-09-04 15:00:00,11645,0,436,5457,4542,30,114,83,233,0,244,836,472,1289,780
FUELHH,2022-09-04 15:30:00,11762,0,602,5466,4630,0,130,275,235,0,244,810,440,1340,772
FUELHH,2022-09-04 16:00:00,13648,0,907,5464,4760,164,132,137,803,0,244,0,504,1345,0
FUELHH,2022-09-04 16:30:00,14051,0,977,5463,4977,404,173,227,859,0,244,0,504,1347,0
FUELHH,2022-09-04 17:00:00,14438,0,979,5464,5265,664,219,278,836,0,244,0,504,1351,0
FUELHH,2022-09-04 17:30:00,14691,0,976,5461,5833,746,229,314,835,0,244,0,504,1363,0
FUELHH,2022-09-04 18:00:00,14202,0,978,5468,6012,1066,269,291,826,0,244,2,504,1348,0
FUELHH,2022-09-04 18:30:00,14001,0,976,5470,6434,1080,286,193,796,0,244,0,504,1365,0
FUELHH,2022-09-04 19:00:00,13810,0,975,5472,7182,858,256,183,785,0,244,0,504,1364,0
FUELHH,2022-09-04 19:30:00,13547,0,909,5468,7561,814,255,184,798,0,244,0,504,1365,0
FUELHH,2022-09-04 20:00:00,13516,0,867,5475,8029,780,189,70,742,0,244,0,504,1366,0
FUELHH,2022-09-04 20:30:00,13239,0,805,5476,8433,300,188,37,552,0,244,0,492,1364,0
FUELHH,2022-09-04 21:00:00,12942,0,722,5474,8810,14,172,5,455,0,230,0,370,1365,0
FUELHH,2022-09-04 21:30:00,11818,0,361,5475,9259,0,172,23,413,0,136,0,220,1320,0
FUELHH,2022-09-04 22:00:00,11119,0,230,5470,9380,0,130,20,289,0,224,0,176,1220,0
FUELHH,2022-09-04 22:30:00,10250,0,211,5474,9350,0,120,21,223,0,244,0,144,1177,0
FUELHH,2022-09-04 23:00:00,9627,0,1,5474,9249,0,102,21,216,0,244,0,186,1172,0
FUELHH,2022-09-04 23:30:00,8787,0,0,5475,9158,0,102,26,219,0,244,0,130,1300,0
FUELHH,2022-09-05 00:00:00,8103,0,0,5474,9362,0,101,58,192,0,244,0,140,1264,0
FUELHH,2022-09-05 00:30:00,7724,0,0,5474,9635,0,82,3,170,0,244,0,46,1214,0
FUELHH,2022-09-05 01:00:00,7286,0,0,5480,10301,0,80,2,167,0,244,0,10,1184,0
FUELHH,2022-09-05 01:30:00,6774,0,0,5475,10864,0,80,1,158,0,244,0,12,1006,0
FUELHH,2022-09-05 02:00:00,6230,0,0,5471,11193,0,80,2,168,0,244,0,14,1051,0
FUELHH,2022-09-05 02:30:00,5895,0,0,5470,11458,0,80,1,146,0,244,0,0,1069,0
FUELHH,2022-09-05 03:00:00,5809,0,0,5467,11824,0,80,4,138,0,244,0,34,1094,0
FUELHH,2022-09-05 03:30:00,5794,0,0,5462,11842,0,80,11,147,0,242,0,0,1171,0
FUELHH,2022-09-05 04:00:00,6564,0,0,5474,10838,0,80,83,153,0,152,0,0,1395,0
FUELHH,2022-09-05 04:30:00,7671,0,2,5487,9807,0,122,31,146,0,132,0,0,1389,0
FUELHH,2022-09-05 05:00:00,8536,0,143,5479,9277,0,138,63,153,0,46,0,0,1461,0
FUELHH,2022-09-05 05:30:00,9317,0,267,5472,9285,0,143,63,179,0,168,0,30,1457,0
FUELHH,2022-09-05 06:00:00,10886,0,579,5462,8820,84,193,32,204,0,184,0,0,1677,0
FUELHH,2022-09-05 06:30:00,12508,0,766,5466,8160,40,196,24,348,0,156,0,38,1918,0
FUELHH,2022-09-05 07:00:00,13752,0,798,5471,7731,0,269,126,537,0,40,0,2,2020,0
FUELHH,2022-09-05 07:30:00,14412,0,799,5472,7270,218,282,131,662,0,74,0,72,2020,0
FUELHH,2022-09-05 08:00:00,14735,0,669,5473,6427,50,289,22,630,0,8,380,24,1929,10
FUELHH,2022-09-05 08:30:00,14752,0,780,5478,6110,0,297,44,579,0,0,408,48,2023,58
FUELHH,2022-09-05 09:00:00,14665,0,794,5474,6271,0,227,43,526,0,86,450,170,2021,220
FUELHH,2022-09-05 09:30:00,14589,0,760,5475,6277,0,208,42,504,0,222,450,208,1852,222
FUELHH,2022-09-05 10:00:00,14792,0,799,5468,5902,220,200,38,435,0,332,480,134,1831,0
FUELHH,2022-09-05 10:30:00,14941,0,798,5472,5471,174,183,34,399,0,472,480,132,1833,0
FUELHH,2022-09-05 11:00:00,14882,0,800,5462,5498,200,165,32,374,0,500,920,104,1831,0
FUELHH,2022-09-05 11:30:00,14932,0,799,5449,5328,300,167,28,301,0,500,962,144,1831,0
FUELHH,2022-09-05 12:00:00,15128,0,800,5451,4728,380,207,25,266,0,498,1024,294,1834,62
FUELHH,2022-09-05 12:30:00,15194,0,800,5452,4388,374,183,38,378,0,500,1024,322,1834,66
FUELHH,2022-09-05 13:00:00,15355,0,900,5454,4249,312,178,71,356,0,496,1002,444,1829,128
FUELHH,2022-09-05 13:30:00,15181,0,937,5453,4474,152,137,70,310,0,498,1002,384,1830,126
FUELHH,2022-09-05 14:00:00,15047,0,992,5456,4662,298,161,71,351,0,490,694,468,1829,0
FUELHH,2022-09-05 14:30:00,15041,0,1016,5451,4480,382,152,69,394,0,494,598,482,1934,0
FUELHH,2022-09-05 15:00:00,15655,0,1089,5455,4332,332,169,102,527,0,492,0,492,1994,0
FUELHH,2022-09-05 15:30:00,15952,0,1237,5458,4290,344,196,92,572,0,392,0,504,1971,0
FUELHH,2022-09-05 16:00:00,16127,0,1388,5452,3945,328,254,249,778,0,242,0,504,1984,0
FUELHH,2022-09-05 16:30:00,16234,0,1469,5449,4117,336,306,300,1020,0,92,0,504,1984,0
FUELHH,2022-09-05 17:00:00,16367,0,1447,5468,4786,648,355,279,1027,0,16,0,504,1978,0
FUELHH,2022-09-05 17:30:00,16517,0,1447,5466,5273,836,330,267,1091,0,16,0,504,2003,0
FUELHH,2022-09-05 18:00:00,16853,0,1460,5463,5201,886,303,273,1081,0,76,0,504,2012,0
FUELHH,2022-09-05 18:30:00,16694,0,1424,5465,5381,732,305,286,1025,0,222,0,504,2006,0
FUELHH,2022-09-05 19:00:00,16839,0,1455,5461,5610,776,308,205,901,0,244,0,504,2011,0
FUELHH,2022-09-05 19:30:00,16829,0,1438,5463,5901,718,251,203,886,0,244,0,504,2012,0
FUELHH,2022-09-05 20:00:00,16774,0,1308,5461,6182,738,232,227,795,0,244,0,504,2011,0
FUELHH,2022-09-05 20:30:00,16788,0,991,5463,6103,420,220,200,586,0,244,0,488,2014,0
FUELHH,2022-09-05 21:00:00,16844,0,980,5462,6007,334,193,77,339,0,244,0,490,1526,0
FUELHH,2022-09-05 21:30:00,16300,0,867,5467,6346,0,167,51,214,0,244,0,396,1379,0
FUELHH,2022-09-05 22:00:00,15087,0,721,5468,7172,0,111,43,174,0,244,0,482,1382,0
FUELHH,2022-09-05 22:30:00,13881,0,500,5471,7522,0,110,38,185,0,244,0,504,1367,0
FUELHH,2022-09-05 23:00:00,11533,0,500,5467,8448,0,95,3,180,0,244,0,432,1288,0
FUELHH,2022-09-05 23:30:00,10788,0,496,5470,8450,0,96,11,163,0,244,0,348,1211,0
FUELHH,2022-09-06 00:00:00,9575,0,494,5472,8871,0,91,6,166,0,244,0,238,1339,0
FUELHH,2022-09-06 00:30:00,8950,0,400,5470,8875,0,92,6,165,0,244,0,298,1424,0
FUELHH,2022-09-06 01:00:00,8820,0,245,5461,8266,0,92,6,179,0,244,0,286,1489,0
FUELHH,2022-09-06 01:30:00,9376,0,292,5467,7646,0,92,6,166,0,244,0,340,1387,0
FUELHH,2022-09-06 02:00:00,8857,0,336,5466,7727,0,91,6,164,0,244,0,284,1408,0
FUELHH,2022-09-06 02:30:00,9089,0,333,5462,7159,0,91,5,179,0,244,0,248,1412,0
FUELHH,2022-09-06 03:00:00,10399,0,428,5455,5740,0,90,3,165,0,244,0,342,1410,0
FUELHH,2022-09-06 03:30:00,10653,0,500,5448,5383,0,86,23,279,0,244,0,268,1383,0
FUELHH,2022-09-06 04:00:00,10940,0,500,5444,5451,0,84,37,417,0,244,0,362,1382,0
FUELHH,2022-09-06 04:30:00,11401,0,501,5445,4816,0,84,15,368,0,244,0,334,1396,0
FUELHH,2022-09-06 05:00:00,12405,0,640,5444,4656,92,84,51,256,0,204,0,204,1401,0
FUELHH,2022-09-06 05:30:00,13307,0,858,5450,4505,8,83,8,190,0,244,0,252,1404,0
FUELHH,2022-09-06 06:00:00,14495,0,1090,5448,4710,264,147,87,329,0,234,0,156,1406,0
FUELHH,2022-09-06 06:30:00,15568,0,1360,5450,5068,290,155,282,344,0,126,0,280,1430,0
FUELHH,2022-09-06 07:00:00,16214,0,1465,5447,4940,700,212,149,605,0,200,0,430,1433,0
FUELHH,2022-09-06 07:30:00,16639,0,1477,5453,5269,322,213,108,945,0,106,0,504,1425,0
